#Fluorescent yield data from Kaastra and Mewe 1993A&AS...97..443K
label    z  state  s   delta  il    E      omega
 5539   25    6    3     0    9     613.9   0.0011
 5540   25    6    3     0   10     707.8   0.0102
 5541   25    6    3     0   16      32.5   0.0004
 5542   25    6    3     1   16      31.5   0.0496
 5543   25    6    3     0   17      34.0   0.0008
 5544   25    6    3     1   17      33.0   0.1329
 5545   25    6    3     0   18      61.5   0.0004
 5546   25    6    3     1   18      58.3   0.9953
 5547   25    6    3     0   20      60.0   0.0008
 5548   25    6    3     1   20      56.7   0.7353
 5549   25    6    4     0   12     603.0   0.0012
 5550   25    6    4     0   13     696.9   0.0022
 5551   25    6    4     0   16      32.5   0.0004
 5552   25    6    4     1   16      31.5   0.0764
 5553   25    6    4     0   17      34.0   0.0008
 5554   25    6    4     1   17      33.0   0.1245
 5555   25    6    4     0   18      61.5   0.0004
 5556   25    6    4     1   18      58.3   0.3530
 5557   25    6    4     0   20      60.0   0.0008
 5558   25    6    4     1   20      56.7   1.4712
 5559   25    6    5     0   16      32.5   0.3333
 5560   25    6    5     0   17      34.0   0.6667
 5561   25    6    5     0   18      61.5   0.3333
 5562   25    6    5     0   20      60.0   0.6667
 5563   25    6    6     0   18      61.5   1.0000
 5564   25    6    7     0   20      60.0   1.0000
 5565   25    7    1     0    1    5978.6   0.0933
 5566   25    7    1     0    2    5989.6   0.1866
 5567   25    7    1     0    3    6632.8   0.0116
 5568   25    7    1     0    4    6634.4   0.0233
 5569   25    7    1     1    5     112.2   0.0001
 5570   25    7    1     2    5     112.3   0.0001
 5571   25    7    1     1    6     123.0   0.0002
 5572   25    7    1     2    6     123.0   0.0003
 5573   25    7    1     1    7     775.9   0.0030
 5574   25    7    1     2    7     785.2   0.0040
 5575   25    7    1     1    8     777.5   0.0060
 5576   25    7    1     2    8     785.2   0.0079
 5577   25    7    1     0    9     622.7   0.0001
 5578   25    7    1     1    9     632.4   0.0003
 5579   25    7    1     2    9     640.5   0.0003
 5580   25    7    1     0   10     712.5   0.0005
 5581   25    7    1     1   10     742.5   0.0012
 5582   25    7    1     2   10     775.5   0.0015
 5583   25    7    1     0   12     612.1   0.0003
 5584   25    7    1     1   12     621.6   0.0005
 5585   25    7    1     2   12     629.8   0.0007
 5586   25    7    1     0   13     701.8   0.0002
 5587   25    7    1     1   13     731.8   0.0005
 5588   25    7    1     2   13     764.7   0.0006
 5589   25    7    1     0   16      31.5   0.0001
 5590   25    7    1     1   16      31.3   0.0220
 5591   25    7    1     2   16      32.4   0.0318
 5592   25    7    1     3   16      31.5   0.1403
 5593   25    7    1     0   17      33.0   0.0003
 5594   25    7    1     1   17      32.9   0.0424
 5595   25    7    1     2   17      32.4   0.0588
 5596   25    7    1     3   17      31.5   0.2403
 5597   25    7    1     0   18      58.3   0.0118
 5598   25    7    1     1   18      78.8   0.1323
 5599   25    7    1     2   18     102.5   0.0804

 5600   25    7    1     3   18     129.0   0.2701
 5601   25    7    1     0   20      56.7   0.0235
 5602   25    7    1     1   20      77.2   0.1302
 5603   25    7    1     2   20     102.5   0.0511
 5604   25    7    1     3   20     129.0   0.1410
 5605   25    7    2     0    5     113.2   0.0006
 5606   25    7    2     0    6     124.0   0.0013
 5607   25    7    2     0    7     767.5   0.0224
 5608   25    7    2     0    8     769.0   0.0449
 5609   25    7    2     1   16      31.3   0.3435
 5610   25    7    2     1   17      32.9   0.6676
 5611   25    7    2     0   18      58.3   0.0224
 5612   25    7    2     1   18      78.8   0.4288
 5613   25    7    2     0   20      56.7   0.0449
 5614   25    7    2     1   20      77.2   0.4178
 5615   25    7    3     0    9     622.7   0.0013
 5616   25    7    3     0   10     712.5   0.0058
 5617   25    7    3     0   16      31.5   0.0004
 5618   25    7    3     1   16      31.3   0.0527
 5619   25    7    3     0   17      33.0   0.0009
 5620   25    7    3     1   17      32.9   0.1538
 5621   25    7    3     0   18      58.3   0.0004
 5622   25    7    3     1   18      78.8   0.7457
 5623   25    7    3     0   20      56.7   0.0009
 5624   25    7    3     1   20      77.2   0.1353
 5625   25    7    4     0   12     612.1   0.0014
 5626   25    7    4     0   13     701.8   0.0012
 5627   25    7    4     0   16      31.5   0.0005
 5628   25    7    4     1   16      31.3   0.0828
 5629   25    7    4     0   17      33.0   0.0009
 5630   25    7    4     1   17      32.9   0.1332
 5631   25    7    4     0   18      58.3   0.0005
 5632   25    7    4     1   18      78.8   0.3073
 5633   25    7    4     0   20      56.7   0.0009
 5634   25    7    4     1   20      77.2   0.6037
 5635   25    7    5     0   16      31.5   0.3333
 5636   25    7    5     0   17      33.0   0.6667
 5637   25    7    5     0   18      58.3   0.3333
 5638   25    7    5     0   20      56.7   0.6667
 5639   25    7    6     0   18      58.3   1.0000
 5640   25    7    7     0   20      56.7   1.0000
 5641   25    8    1     0    1    5992.4   0.0933
 5642   25    8    1     0    2    6003.4   0.1867
 5643   25    8    1     0    3    6655.8   0.0116
 5644   25    8    1     0    4    6657.3   0.0233
 5645   25    8    1     1    5     112.3   0.0001
 5646   25    8    1     2    5     111.3   0.0002
 5647   25    8    1     1    6     123.0   0.0002
 5648   25    8    1     2    6     122.0   0.0003
 5649   25    8    1     1    7     785.2   0.0033
 5650   25    8    1     2    7     791.8   0.0046
 5651   25    8    1     1    8     785.2   0.0066
 5652   25    8    1     2    8     791.8   0.0093
 5653   25    8    1     0    9     632.4   0.0001
 5654   25    8    1     1    9     640.5   0.0003
 5655   25    8    1     2    9     648.9   0.0004
 5656   25    8    1     0   12     621.6   0.0003
 5657   25    8    1     1   12     629.8   0.0006
 5658   25    8    1     2   12     638.3   0.0008
 5659   25    8    1     0   16      31.3   0.0001
 5660   25    8    1     1   16      32.4   0.0234
 5661   25    8    1     2   16      31.5   0.0320
 5662   25    8    1     3   16      23.2   0.1353
 5663   25    8    1     0   17      32.9   0.0003
 5664   25    8    1     1   17      32.4   0.0467
 5665   25    8    1     2   17      31.5   0.0641
 5666   25    8    1     3   17      23.2   0.2708
 5667   25    8    2     0    5     112.2   0.0007
 5668   25    8    2     0    6     123.0   0.0014
 5669   25    8    2     0    7     775.9   0.0246
 5670   25    8    2     0    8     777.5   0.0491
 5671   25    8    2     1   16      32.4   0.3450
 5672   25    8    2     1   17      32.4   0.6900
 5673   25    8    3     0    9     632.4   0.0015
 5674   25    8    3     0   16      31.3   0.0005
 5675   25    8    3     1   16      32.4   0.0527
 5676   25    8    3     0   17      32.9   0.0010
 5677   25    8    3     1   17      32.4   0.1782
 5678   25    8    4     0   12     621.6   0.0015
 5679   25    8    4     0   16      31.3   0.0005
 5680   25    8    4     1   16      32.4   0.0899
 5681   25    8    4     0   17      32.9   0.0010
 5682   25    8    4     1   17      32.4   0.1430
 5683   25    8    5     0   16      31.3   0.3333
 5684   25    8    5     0   17      32.9   0.6667
 5685   25    9    1     0    1    6006.2   0.0958
 5686   25    9    1     0    2    6017.3   0.1915
 5687   25    9    1     0    3    6678.8   0.0119
 5688   25    9    1     0    4    6678.8   0.0179
 5689   25    9    1     1    5     111.3   0.0001
 5690   25    9    1     2    5     109.3   0.0002
 5691   25    9    1     1    6     122.0   0.0002
 5692   25    9    1     2    6     120.0   0.0004
 5693   25    9    1     1    7     791.8   0.0041
 5694   25    9    1     2    7     787.0   0.0059
 5695   25    9    1     1    8     791.8   0.0061
 5696   25    9    1     2    8     787.0   0.0088
 5697   25    9    1     0    9     640.5   0.0002
 5698   25    9    1     1    9     648.9   0.0004
 5699   25    9    1     2    9     654.5   0.0005
 5700   25    9    1     0   12     629.8   0.0004
 5701   25    9    1     1   12     638.3   0.0009
 5702   25    9    1     2   12     643.9   0.0015
 5703   25    9    1     0   16      32.4   0.0002
 5704   25    9    1     1   16      31.5   0.0352
 5705   25    9    1     2   16      23.2   0.0417
 5706   25    9    1     3   16      25.0   0.2039
 5707   25    9    1     0   17      32.4   0.0004
 5708   25    9    1     1   17      31.5   0.0503
 5709   25    9    1     2   17      23.2   0.0602
 5710   25    9    1     3   17      53.4   0.2738
 5711   25    9    2     0    5     112.3   0.0008
 5712   25    9    2     0    6     123.0   0.0017
 5713   25    9    2     0    7     785.2   0.0288
 5714   25    9    2     0    8     785.2   0.0432
 5715   25    9    2     1   16      31.5   0.4261
 5716   25    9    2     1   17      31.5   0.6392
 5717   25    9    3     0    9     640.5   0.0018
 5718   25    9    3     0   16      32.4   0.0007
 5719   25    9    3     1   16      31.5   0.0756
 5720   25    9    3     0   17      32.4   0.0011
 5721   25    9    3     1   17      31.5   0.1948
 5722   25    9    4     0   12     629.8   0.0023
 5723   25    9    4     0   16      32.4   0.0009
 5724   25    9    4     1   16      31.5   0.1357
 5725   25    9    4     0   17      32.4   0.0014
 5726   25    9    4     1   17      31.5   0.1497
 5727   25    9    5     0   16      32.4   0.4000
 5728   25    9    5     0   17      32.4   0.6000
 5729   25   10    1     0    1    6020.0   0.0983
 5730   25   10    1     0    2    6031.1   0.1966
 5731   25   10    1     0    3    6700.4   0.0123
 5732   25   10    1     0    4    6700.4   0.0123
 5733   25   10    1     1    5     109.3   0.0001
 5734   25   10    1     2    5     107.4   0.0003
 5735   25   10    1     1    6     120.0   0.0003
 5736   25   10    1     2    6     118.0   0.0006
 5737   25   10    1     1    7     787.0   0.0053
 5738   25   10    1     2    7     791.6   0.0078
 5739   25   10    1     1    8     787.0   0.0053
 5740   25   10    1     2    8     820.0   0.0077
 5741   25   10    1     0    9     648.9   0.0002
 5742   25   10    1     1    9     654.5   0.0005
 5743   25   10    1     2    9     659.2   0.0007
 5744   25   10    1     0   12     638.3   0.0008
 5745   25   10    1     1   12     643.9   0.0015
 5746   25   10    1     2   12     648.6   0.0048
 5747   25   10    1     0   16      31.5   0.0005
 5748   25   10    1     1   16      23.2   0.0590
 5749   25   10    1     2   16      25.0   0.0611
 5750   25   10    1     3   16      26.6   0.3642
 5751   25   10    1     0   17      31.5   0.0005
 5752   25   10    1     1   17      23.2   0.0509
 5753   25   10    1     2   17      53.4   0.0526
 5754   25   10    1     3   17      84.2   0.2437
 5755   25   10    2     0    5     111.3   0.0010
 5756   25   10    2     0    6     122.0   0.0020
 5757   25   10    2     0    7     791.8   0.0348
 5758   25   10    2     0    8     791.8   0.0348
 5759   25   10    2     1   16      23.2   0.5525
 5760   25   10    2     1   17      23.2   0.5525
 5761   25   10    3     0    9     648.9   0.0022
 5762   25   10    3     0   16      31.5   0.0011
 5763   25   10    3     1   16      23.2   0.1191
 5764   25   10    3     0   17      31.5   0.0011
 5765   25   10    3     1   17      23.2   0.2084
 5766   25   10    4     0   12     638.3   0.0042
 5767   25   10    4     0   16      31.5   0.0021
 5768   25   10    4     1   16      23.2   0.2283
 5769   25   10    4     0   17      31.5   0.0021
 5770   25   10    4     1   17      23.2   0.1426
 5771   25   10    5     0   16      31.5   0.5000
 5772   25   10    5     0   17      31.5   0.5000
 5773   25   11    1     0    1    6033.9   0.1009
 5774   25   11    1     0    2    6043.7   0.2018
 5775   25   11    1     0    3    6711.2   0.0126
 5776   25   11    1     0    4    6711.2   0.0063
 5777   25   11    1     1    5     107.4   0.0002
 5778   25   11    1     2    5     106.4   0.0004
 5779   25   11    1     1    6     118.0   0.0004
 5780   25   11    1     2    6     117.0   0.0009
 5781   25   11    1     1    7     791.6   0.0073
 5782   25   11    1     2    7     796.3   0.0112
 5783   25   11    1     1    8     820.0   0.0036
 5784   25   11    1     2    8     854.1   0.0054
 5785   25   11    1     0    9     654.5   0.0003
 5786   25   11    1     1    9     659.2   0.0007
 5787   25   11    1     2    9     663.4   0.0010
 5788   25   11    1     0   12     643.9   0.0020
 5789   25   11    1     1   12     648.6   0.0034
 5790   25   11    1     2   12     652.8   0.0199
 5791   25   11    1     0   16      23.2   0.0015
 5792   25   11    1     1   16      25.0   0.1190
 5793   25   11    1     2   16      26.6   0.1208
 5794   25   11    1     3   16      60.5   0.2479
 5795   25   11    1     0   17      23.2   0.0008
 5796   25   11    1     1   17      53.4   0.0376
 5797   25   11    1     2   17      84.2   0.0342
 5798   25   11    1     3   17     118.1   0.0492
 5799   25   11    2     0    5     109.3   0.0013

 5800   25   11    2     0    6     120.0   0.0025
 5801   25   11    2     0    7     787.0   0.0436
 5802   25   11    2     0    8     787.0   0.0218
 5803   25   11    2     1   16      25.0   0.7742
 5804   25   11    2     1   17      53.4   0.3868
 5805   25   11    3     0    9     654.5   0.0028
 5806   25   11    3     0   16      23.2   0.0019
 5807   25   11    3     1   16      25.0   0.2202
 5808   25   11    3     0   17      23.2   0.0009
 5809   25   11    3     1   17      53.4   0.1970
 5810   25   11    4     0   12     643.9   0.0098
 5811   25   11    4     0   16      23.2   0.0065
 5812   25   11    4     1   16      25.0   0.4607
 5813   25   11    4     0   17      23.2   0.0033
 5814   25   11    4     1   17      53.4   0.0796
 5815   25   11    5     0   16      23.2   0.6667
 5816   25   11    5     0   17      23.2   0.3333
 5817   25   12    1     0    1    6046.4   0.1037
